NDF-RT Code	NDF-RT Name
N0000179574	ethyl vanillin
N0000008011	Ethylamines
N0000166415	Ethyldimethylaminopropyl Carbodiimide
N0000166820	Ethylene Chlorohydrin
N0000166335	Ethylene Dibromide
N0000166385	Ethylene Dichlorides
N0000166813	Ethylene Glycol
N0000008014	Ethylene Glycols
N0000166630	Ethylene Oxide
N0000166711	Ethylenebis(dithiocarbamates)
N0000008018	Ethylenediamines
N0000166370	Ethylenes
N0000167066	Ethylenethiourea
N0000006759	Ethylestrenol
N0000179570	ethylhexyl palmitate
N0000167219	Ethylketocyclazocine
N0000167052	Ethylmaleimide
N0000166759	Ethylmercuric Chloride
N0000008021	Ethylmercury Compounds
N0000167302	Ethylmorphine
N0000167883	Ethylmorphine-N-Demethylase
N0000166752	Ethylnitrosourea
N0000007115	ethylnorepinephrine
N0000006784	Ethynodiol Diacetate
N0000006786	Etidocaine
N0000179310	Etidronate
N0000178977	Etidronate Disodium
N0000007216	Etidronic Acid
N0000166808	Etilefrine
N0000167068	Etimizol
N0000167517	Etiocholanolone
N0000171211	Etioporphyrins
N0000006249	Etodolac
N0000006792	Etomidate
N0000179018	etonogestrel
N0000006798	Etoposide
N0000179127	etoposide phosphate
N0000167306	Etorphine
N0000179781	etravirine
N0000006814	Etretinate
N0000169826	ets-Domain Protein Elk-1
N0000169825	ets-Domain Protein Elk-4
N0000179082	eucalyptol
N0000171581	eucerin
N0000169074	Euchromatin
N0000006819	Eugenol
N0000170078	Eukaryotic Initiation Factor-1
N0000170077	Eukaryotic Initiation Factor-2
N0000170519	Eukaryotic Initiation Factor-2B
N0000170076	Eukaryotic Initiation Factor-3
N0000170074	Eukaryotic Initiation Factor-4A
N0000170075	Eukaryotic Initiation Factor-4E
N0000170072	Eukaryotic Initiation Factor-4F
N0000170073	Eukaryotic Initiation Factor-4G
N0000170504	Eukaryotic Initiation Factor-5
N0000170071	Eukaryotic Initiation Factors
N0000166232	Europium
N0000006872	Evans Blue
N0000191925	Everolimus
N0000169815	Excitatory Amino Acid Transporter 1
N0000169812	Excitatory Amino Acid Transporter 2
N0000169816	Excitatory Amino Acid Transporter 3
N0000169813	Excitatory Amino Acid Transporter 4
N0000169814	Excitatory Amino Acid Transporter 5
N0000011371	Excitatory Amino Acids
N0000004783	exemestane
N0000171592	exenatide
N0000171404	Exfoliatins
N0000167637	Exodeoxyribonuclease V
N0000167658	Exodeoxyribonucleases
N0000167657	Exonucleases
N0000167573	Exopeptidases
N0000167659	Exoribonucleases
N0000185673	Exosome Multienzyme Ribonuclease Complex
N0000171402	Exotoxins
N0000008076	Extracellular Matrix Proteins
N0000170528	Extracellular Signal-Regulated MAP Kinases
N0000169025	Eye Proteins
N0000010117	Ezetimibe
N0000191956	Ezetimibe, Simvastatin Drug Combination
N0000169551	F-Box Proteins
N0000168577	F2-Isoprostanes
N0000169244	Factor For Inversion Stimulation Protein
N0000006024	Factor IX
N0000171470	Factor IXa
N0000171494	Factor V
N0000171495	Factor Va
N0000007576	Factor VII
N0000006521	Factor VIIa
N0000006037	Factor VIII
N0000171482	Factor VIIIa
N0000171475	Factor X
N0000171476	Factor Xa
N0000171491	Factor XI
N0000171492	Factor XIa
N0000171489	Factor XII
N0000171490	Factor XIIa
N0000171478	Factor XIII
N0000171479	Factor XIIIa
N0000167063	Fadrozole
N0000006388	famciclovir
N0000006373	Famotidine
N0000169410	Fanconi Anemia Complementation Group A Protein
N0000169416	Fanconi Anemia Complementation Group C Protein
N0000169411	Fanconi Anemia Complementation Group D2 Protein
N0000169414	Fanconi Anemia Complementation Group E Protein
N0000169415	Fanconi Anemia Complementation Group F Protein
N0000169409	Fanconi Anemia Complementation Group G Protein
N0000169412	Fanconi Anemia Complementation Group L Protein
N0000169408	Fanconi Anemia Complementation Group Proteins
N0000167135	FANFT
N0000168649	Farnesol
N0000168314	Farnesyl-Diphosphate Farnesyltransferase
N0000168322	Farnesyltranstransferase
N0000175224	Fas Ligand Protein
N0000175213	Fas-Associated Death Domain Protein
N0000179128	Fast Green FCF
N0000006837	Fats
N0000007712	Fats, Unsaturated
N0000167864	Fatty Acid Desaturases
N0000178814	Fatty Acid Synthase, Type I
N0000178706	Fatty Acid Synthase, Type II
N0000189473	Fatty Acid Synthases
N0000169742	Fatty Acid Transport Proteins
N0000193067	Fatty Acid-Binding Protein 7
N0000169572	Fatty Acid-Binding Proteins
N0000006847	Fatty Acids
N0000008175	Fatty Acids, Essential
N0000007714	Fatty Acids, Monounsaturated
N0000168565	Fatty Acids, Nonesterified
N0000006244	Fatty Acids, Omega-3
N0000011389	Fatty Acids, Omega-6
N0000007717	Fatty Acids, Unsaturated
N0000008176	Fatty Acids, Volatile
N0000007718	Fatty Alcohols
N0000179129	FD & C Yellow No. 6
N0000179130	FDC blue lake no.2
N0000185011	Feathers
N0000179385	Febuxostat
N0000007445	felbamate
N0000006368	Felodipine
N0000170339	Felypressin
N0000178763	Fenamates
N0000166935	Fenbendazole
N0000170251	Fenclonine
N0000166521	Fendiline
N0000007010	Fenfluramine
N0000179416	Fenfluramine Hydrochloride
N0000166442	Fenitrothion
N0000005823	Fenofibrate
N0000006655	Fenoldopam
N0000179613	Fenoldopam Mesylate
N0000007012	Fenoprofen
N0000179728	Fenoprofen Calcium
N0000166805	Fenoterol
N0000171229	Fenretinide
N0000007029	Fentanyl
N0000179540	Fentanyl Citrate
N0000166457	Fenthion
N0000167057	Feprazone
N0000166271	Fermium
N0000167802	Ferredoxin-NADP Reductase
N0000169652	Ferredoxin-Nitrite Reductase
N0000170153	Ferredoxins
N0000006816	ferric ammonium citrate
N0000007754	Ferric Compounds
N0000179131	ferric ferrocyanide
N0000179132	ferric oxide
N0000179133	ferric oxide, saccharated
N0000179328	ferric pyrophosphate
N0000179134	ferric subsulfate solution
N0000007149	ferric sulfate
N0000170362	Ferrichrome
N0000007756	Ferricyanides
N0000169639	Ferritins
N0000168007	Ferrochelatase
N0000011441	Ferrocyanides
N0000166280	Ferrosoferric Oxide
N0000007760	Ferrous Compounds
N0000006012	ferrous fumarate
N0000005871	ferrous gluconate
N0000179135	ferrous oxide
N0000005943	ferrous sulfate
N0000167160	Ferrozine
N0000192965	Fertilins
N0000007454	ferumoxides
N0000007332	ferumoxsil
N0000179802	fesoterodine
N0000183452	Fetal Globulins
N0000170061	Fetal Hemoglobin
N0000169252	Fetal Proteins
N0000183548	Fetuin-B
N0000183534	Fetuins
N0000006671	fexofenadine
N0000182116	Fibric Acids
N0000168673	Fibril-Associated Collagens
N0000168662	Fibrillar Collagens
N0000192972	Fibrillin-1
N0000192976	Fibrillin-2
N0000193061	Fibrillins
N0000169402	Fibrin
N0000169403	Fibrin Fibrinogen Degradation Products
N0000169404	Fibrin Foam
N0000169405	Fibrin Tissue Adhesive
N0000006073	Fibrinogen
N0000171483	Fibrinogens, Abnormal
N0000006076	Fibrinolysin
N0000171484	Fibrinopeptide A
N0000171487	Fibrinopeptide B
N0000171006	Fibroblast Growth Factor 1
N0000171003	Fibroblast Growth Factor 10
N0000171005	Fibroblast Growth Factor 2
N0000171007	Fibroblast Growth Factor 3
N0000171011	Fibroblast Growth Factor 4
N0000171012	Fibroblast Growth Factor 5
N0000171008	Fibroblast Growth Factor 6
N0000171009	Fibroblast Growth Factor 7
N0000171010	Fibroblast Growth Factor 8
N0000171004	Fibroblast Growth Factor 9
N0000171002	Fibroblast Growth Factors
N0000184311	Fibroblasts
N0000169426	Fibroins
N0000192945	Fibromodulin
N0000169190	Fibronectins
N0000167572	Ficain
N0000168507	Ficoll
N0000167252	Ficusin
N0000189401	Filamins
N0000006629	Filgrastim
N0000166377	Filipin
N0000169051	Fimbriae Proteins
N0000007142	Finasteride
N0000191920	Fingolimod Hydrochloride
N0000167090	Firefly Luciferin
N0000178921	Fish Liver Oils
N0000006223	Fish Oils
N0000168688	Fish Proteins
N0000185014	Fish Proteins, Dietary
N0000171457	Fish Venoms
N0000169043	Flagellin
N0000167663	Flap Endonucleases
N0000011386	Flavanones
N0000171223	Flavin Mononucleotide
N0000178985	Flavin Mononucleotide Sodium Salt
N0000171222	Flavin-Adenine Dinucleotide
N0000008037	Flavins
N0000169069	Flavodoxin
N0000008040	Flavones
N0000011183	Flavonoids
N0000167026	Flavonolignans
N0000011287	Flavonols
N0000169055	Flavoproteins
N0000006961	Flavoxate
N0000179541	Flavoxate Hydrochloride
N0000006966	Flecainide
N0000179311	Flecainide Acetate
N0000166916	Fleroxacin
N0000183528	Florigen
N0000007317	flosequinan
N0000191066	Flower Essences
N0000167002	Floxacillin
N0000007089	Floxuridine
N0000006331	Fluconazole
N0000007003	Flucytosine
N0000006079	fludarabine
N0000179136	fludarabine phosphate
N0000008057	Fludrocortisone
N0000180849	fludrocortisone acetate
N0000166663	Flufenamic Acid
N0000007021	Flumazenil
N0000167461	Flumethasone
N0000179470	flumethiazide
N0000167125	Flunarizine
N0000007150	flunisolide
N0000166924	Flunitrazepam
N0000171579	fluocinolone
N0000007036	Fluocinolone Acetonide
N0000007038	Fluocinonide
N0000008063	Fluocortolone
N0000008064	Fluorenes
N0000167365	Fluorescamine
N0000006902	Fluorescein
N0000179345	Fluorescein Sodium
N0000167372	Fluorescein-5-isothiocyanate
N0000008067	Fluoresceins
N0000007067	Fluorides
N0000171566	Fluorides, Topical
N0000010504	Fluorine
N0000007801	Fluorine Compounds
N0000166102	Fluorine Radioisotopes
N0000166692	Fluoroacetates
N0000011440	Fluorobenzenes
N0000171535	Fluorocarbon Polymers
N0000008075	Fluorocarbons
N0000168559	Fluorodeoxyglucose F18
N0000170861	Fluorodeoxyuridylate
N0000007090	Fluorometholone
N0000011190	Fluoroquinolones
N0000007099	Fluorouracil
N0000007101	Fluoxetine
N0000179677	Fluoxetine Hydrochloride
N0000007104	Fluoxymesterone
N0000167265	Flupenthixol
N0000007109	Fluphenazine
N0000179137	fluphenazine depot
N0000179195	fluphenazine enanthate
N0000179649	Fluphenazine Hydrochloride
N0000179138	flupirtine
N0000167459	Fluprednisolone
N0000007111	Flurandrenolone
N0000007112	Flurazepam
N0000179371	Flurazepam Hydrochloride
N0000007122	Flurbiprofen
N0000179487	Flurbiprofen Sodium
N0000167462	Flurogestone Acetate
N0000166638	Flurothyl
N0000167366	Fluspirilene
N0000007136	Flutamide
N0000005771	Fluticasone
N0000179800	fluticasone furoate
N0000191957	Fluticasone Propionate, Salmeterol Xinafoate Drug Combination
N0000007446	fluvastatin
N0000006498	Fluvoxamine
N0000179607	Fluvoxamine Maleate
N0000167887	FMN Reductase
N0000170393	FMRFamide
N0000171336	fms-Like Tyrosine Kinase 3
N0000169255	Focal Adhesion Kinase 1
N0000168239	Focal Adhesion Kinase 2
N0000170584	Focal Adhesion Protein-Tyrosine Kinases
N0000182134	Folate Receptor 1
N0000182064	Folate Receptor 2
N0000182130	Folate Receptors, GPI-Anchored
N0000007151	Folic Acid
N0000182075	Folic Acid Transporters
N0000004823	Follicle Stimulating Hormone
N0000004825	Follicle Stimulating Hormone, beta Subunit
N0000167483	Follicle Stimulating Hormone, Human
N0000169598	Follistatin
N0000169574	Follistatin-Related Proteins
N0000006381	fomepizole
N0000007455	fomivirsen
N0000010118	fondaparinux
N0000166444	Fonofos
N0000185013	Food Additives
N0000193028	Forkhead Box Protein M1
N0000193102	Forkhead Box Protein O1
N0000193071	Forkhead Box Protein O3
N0000169888	Forkhead Transcription Factors
N0000006222	Formaldehyde
N0000179749	Formalin
N0000166873	Formamides
N0000167918	Formate Dehydrogenases
N0000167773	Formate-Tetrahydrofolate Ligase
N0000166689	Formates
N0000166307	Formazans
N0000178922	formic acid
N0000166690	Formic Acid Esters
N0000166733	Formiminoglutamic Acid
N0000166841	Formocresols
N0000010119	Formoterol
N0000191935	Formoterol Fumarate
N0000008152	Formycins
N0000007610	Formyltetrahydrofolates
N0000171191	Forssman Antigen
N0000169853	Fos-Related Antigen-2
N0000010345	fosamprenavir
N0000007166	Foscarnet
N0000179139	fosfestrol
N0000007611	Fosfomycin
N0000179523	Fosfomycin Trometamol Salt
N0000006296	Fosinopril
N0000179682	Fosinopril Sodium
N0000006873	fosphenytoin
N0000169604	Fragile X Mental Retardation Protein
N0000168459	Framycetin
N0000166246	Francium
N0000191078	Frankincense
N0000011364	Free Radicals
N0000170923	Freund's Adjuvant
N0000168767	Frizzled Receptors
N0000010121	frovatriptan
N0000007766	Fructans
N0000168218	Fructokinases
N0000168416	Fructosamine
N0000007096	Fructose
N0000167651	Fructose-Bisphosphatase
N0000168043	Fructose-Bisphosphate Aldolase
N0000168551	Fructosediphosphates
N0000168549	Fructosephosphates
N0000167964	Fructuronate Reductase
N0000185015	Fruit Proteins
N0000168557	Fucose
N0000168368	Fucosyl Galactose alpha-N-Acetylgalactosaminyltransferase
N0000168349	Fucosyltransferases
N0000166167	Fullerenes
N0000010122	fulvestrant
N0000168023	Fumarate Hydratase
N0000007772	Fumarates
N0000179140	fumaric acid
N0000171407	Fumonisins
N0000185702	Fungal Polysaccharides
N0000169106	Fungal Proteins
N0000170881	Fungal Vaccines
N0000184999	Fur
N0000167105	Fura-2
N0000167133	Furagin
N0000167139	Furaldehyde
N0000007775	Furans
N0000007173	Furazolidone
N0000167563	Furin
N0000191057	Furocoumarins
N0000007175	Furosemide
N0000167191	Fursultiamin
N0000167134	Furylfuramide
N0000167321	Fusaric Acid
N0000193169	Fused-Ring Compounds
N0000169892	Fushi Tarazu Transcription Factors
N0000167438	Fusidic Acid
N0000169105	Fusion Proteins, bcr-abl
N0000169541	Fusion Proteins, gag-onc
N0000169523	Fusion Proteins, gag-pol
N0000169798	G Protein-Coupled Inwardly-Rectifying Potassium Channels
N0000168612	G(M1) Ganglioside
N0000168396	G(M2) Activator Protein
N0000168614	G(M2) Ganglioside
N0000168613	G(M3) Ganglioside
N0000170155	G-Box Binding Factors
N0000169039	G-Protein-Coupled Receptor Kinase 1
N0000178689	G-Protein-Coupled Receptor Kinase 2
N0000178640	G-Protein-Coupled Receptor Kinase 3
N0000178633	G-Protein-Coupled Receptor Kinase 4
N0000178743	G-Protein-Coupled Receptor Kinase 5
N0000178697	G-Protein-Coupled Receptor Kinases
N0000169962	GA-Binding Protein Transcription Factor
N0000169732	GABA Plasma Membrane Transport Proteins
N0000006612	gabapentin
N0000166586	Gabexate
N0000183361	gadobutrol
N0000006780	gadodiamide
N0000166237	Gadolinium
N0000006865	Gadolinium DTPA
N0000179141	Gadopentetate Dimeglumine
N0000007143	gadoteridol
N0000004832	gadoversetamide
N0000178754	gag Gene Products, Human Immunodeficiency Virus
N0000007785	Galactans
N0000168409	Galactitol
N0000168217	Galactokinase
N0000168596	Galactolipids
N0000168417	Galactosamine
N0000007255	Galactose
N0000167975	Galactose Dehydrogenases
N0000167997	Galactose Oxidase
N0000168552	Galactosephosphates
N0000007791	Galactosidases
N0000168469	Galactosides
N0000167700	Galactosylceramidase
N0000168605	Galactosylceramides
N0000167699	Galactosylgalactosylglucosylceramidase
N0000168328	Galactosyltransferases
N0000170376	Galanin
N0000170372	Galanin-Like Peptide
N0000004833	Galantamine
N0000179750	Galanthamine Hydrobromide
N0000169170	Galectin 1
N0000169168	Galectin 2
N0000169169	Galectin 3
N0000169171	Galectin 4
N0000169167	Galectins
N0000006181	Gallamine Triethiodide
N0000007938	Gallic Acid
N0000007939	Gallium
N0000166143	Gallium Isotopes
N0000006210	gallium nitrate
N0000166144	Gallium Radioisotopes
N0000166522	Gallopamil
N0000171615	galsulfase
N0000169496	gamma Catenin
N0000007783	gamma-Aminobutyric Acid
N0000167863	gamma-Butyrobetaine Dioxygenase
N0000169038	gamma-Crystallins
N0000168522	gamma-Cyclodextrins
N0000170403	gamma-Endorphin
N0000178569	gamma-Globins
N0000169390	gamma-Globulins
N0000167578	gamma-Glutamyl Hydrolase
N0000168161	gamma-Glutamylcyclotransferase
N0000168160	gamma-Glutamyltransferase
N0000168580	gamma-Linolenic Acid
N0000175136	gamma-Lipotropin
N0000170380	gamma-MSH
N0000179142	gamma-oryzanol
N0000168657	gamma-Synuclein
N0000167004	gamma-Tocopherol
N0000006495	Ganciclovir
N0000179461	Ganciclovir Sodium
N0000168330	Ganglioside Galactosyltransferase
N0000168611	Gangliosides
N0000005991	ganirelix
N0000169194	GAP-43 Protein
N0000007949	Gases
N0000189474	Gasotransmitters
N0000170369	Gastric Inhibitory Polypeptide
N0000169176	Gastric Mucins
N0000170383	Gastrin-Releasing Peptide
N0000011321	Gastrins
N0000011261	Gastrointestinal Hormones
N0000169881	GATA Transcription Factors
N0000169910	GATA1 Transcription Factor
N0000169908	GATA2 Transcription Factor
N0000169909	GATA3 Transcription Factor
N0000169884	GATA4 Transcription Factor
N0000169883	GATA5 Transcription Factor
N0000169882	GATA6 Transcription Factor
N0000004840	gatifloxacin
N0000168575	Gefarnate
N0000010124	gefitinib
N0000006389	Gelatin
N0000167541	Gelatinases
N0000171611	Gelclair
N0000170617	Gelsolin
N0000006563	gemcitabine
N0000007039	Gemfibrozil
N0000010125	gemifloxacin
N0000189439	Geminin
N0000004844	gemtuzumab
N0000011449	Gene Products, env
N0000169522	Gene Products, gag
N0000169526	Gene Products, nef
N0000169517	Gene Products, pol
N0000169528	Gene Products, rev
N0000169537	Gene Products, rex
N0000169529	Gene Products, tat
N0000169544	Gene Products, tax
N0000169530	Gene Products, vif
N0000169527	Gene Products, vpr
N0000171380	Genetic Markers
N0000167031	Genistein
N0000179542	Gentamicin Sulfate
N0000007213	Gentamicins
N0000007225	Gentian Violet
N0000166672	Gentisates
N0000168316	Geranylgeranyl-Diphosphate Geranylgeranyltransferase
N0000168318	Geranyltranstransferase
N0000166255	Germanium
N0000167311	Germine Acetates
N0000167415	Gestonorone Caproate
N0000167403	Gestrinone
N0000191908	Ghee
N0000178700	Ghrelin
N0000166360	Gibberellins
N0000166362	Ginkgolides
N0000168477	Ginsenosides
N0000166662	Glafenine
N0000171506	Glass Ionomer Cements
N0000191917	Glatiramer Acetate
N0000167034	Glaucarubin
N0000170982	Glia Maturation Factor
N0000170150	Gliadin
N0000170986	Glial Cell Line-Derived Neurotrophic Factor
N0000168852	Glial Cell Line-Derived Neurotrophic Factor Receptors
N0000170985	Glial Cell Line-Derived Neurotrophic Factors
N0000169475	Glial Fibrillary Acidic Protein
N0000175141	Glicentin
N0000166470	Gliclazide
N0000006730	glimepiride
N0000177907	Glinides
N0000171421	Gliotoxin
N0000006313	Glipizide
N0000169264	Globins
N0000168608	Globosides
N0000007615	Globulins
N0000006364	Glucagon
N0000170335	Glucagon-Like Peptide 1
N0000175140	Glucagon-Like Peptide 2
N0000192011	Glucagon-Like Peptide Receptors
N0000191918	Glucagon-Like Peptide-1 Receptor
N0000191992	Glucagon-Like Peptide-2 Receptor
N0000170334	Glucagon-Like Peptides
N0000167707	Glucan 1,3-beta-Glucosidase
N0000167710	Glucan 1,4-alpha-Glucosidase
N0000167706	Glucan 1,4-beta-Glucosidase
N0000167709	Glucan Endo-1,3-beta-D-Glucosidase
N0000007623	Glucans
N0000168487	Glucaric Acid
N0000175248	Glucocorticoid-Induced TNFR-Related Protein
N0000175142	Glucocorticoids
N0000168213	Glucokinase
N0000006390	Gluconates
N0000179369	gluconic acid
