"","Drug1","Drug2","Source","Object","Precipitant"
"1703","DB00877","DB00443","ONC-NonInteruptive","Sirolimus","Betamethasone"
"1704","DB00991","DB00521","ONC-NonInteruptive","Oxaprozin","Carteolol"
"1705","DB08807","DB00472","ONC-NonInteruptive","Bopindolol","Fluoxetine"
"1706","DB01136","DB00279","ONC-NonInteruptive","Carvedilol","Liothyronine"
"1707","DB00598","DB01054","ONC-NonInteruptive","Labetalol","Nitrendipine"
"1708","DB00465","DB01359","ONC-NonInteruptive","Ketorolac","Penbutolol"
"1709","DB00999","DB00554","ONC-NonInteruptive","Hydrochlorothiazide","Piroxicam"
"1710","DB00627","DB00641","ONC-NonInteruptive","Niacin","Simvastatin"
"1711","DB01225","DB00620","ONC-NonInteruptive","Enoxaparin","Triamcinolone"
"1712","DB00519","DB00177","ONC-NonInteruptive","Trandolapril","Valsartan"
"1713","DB00482","DB08807","ONC-NonInteruptive","Celecoxib","Bopindolol"
"1714","DB00492","DB00796","ONC-NonInteruptive","Fosinopril","Candesartan"
"1715","DB00672","DB01197","ONC-NonInteruptive","Chlorpropamide","Captopril"
"1716","DB00584","DB00586","ONC-NonInteruptive","Enalapril","Diclofenac"
"1717","DB00436","DB00712","ONC-NonInteruptive","Bendroflumethiazide","Flurbiprofen"
"1718","DB00006","DB01095","ONC-NonInteruptive","Bivalirudin","Fluvastatin"
"1719","DB00278","DB00620","ONC-NonInteruptive","Argatroban","Triamcinolone"
"1720","DB00264","DB00270","ONC-NonInteruptive","Metoprolol","Isradipine"
"1721","DB00881","DB01009","ONC-NonInteruptive","Quinapril","Ketoprofen"
"1722","DB00672","DB00722","ONC-NonInteruptive","Chlorpropamide","Lisinopril"
"1723","DB00264","DB00401","ONC-NonInteruptive","Metoprolol","Nisoldipine"
"1724","DB00571","DB01104","ONC-NonInteruptive","Propranolol","Sertraline"
"1725","DB00586","DB00489","ONC-NonInteruptive","Diclofenac","Sotalol"
"1726","DB00278","DB00316","ONC-NonInteruptive","Argatroban","Acetaminophen"
"1727","DB01009","DB08807","ONC-NonInteruptive","Ketoprofen","Bopindolol"
"1728","DB06605","DB01234","ONC-NonInteruptive","Apixaban","Dexamethasone"
"1729","DB01289","DB00584","ONC-NonInteruptive","Glisoxepide","Enalapril"
"1730","DB00294","DB00180","ONC-NonInteruptive","Etonogestrel","Flunisolide"
"1731","DB06724","DB00959","ONC-NonInteruptive","Calcium carbonate","Methylprednisolone"
"1732","DB00519","DB01399","ONC-NonInteruptive","Trandolapril","Salsalate"
"1733","DB01021","DB00945","ONC-NonInteruptive","Trichlormethiazide","Acetylsalicylic acid"
"1734","DB00861","DB08807","ONC-NonInteruptive","Diflunisal","Bopindolol"
"1735","DB01197","DB01050","ONC-NonInteruptive","Captopril","Ibuprofen"
"1736","DB01009","DB00598","ONC-NonInteruptive","Ketoprofen","Labetalol"
"1737","DB00960","DB01054","ONC-NonInteruptive","Pindolol","Nitrendipine"
"1738","DB00261","DB00635","ONC-NonInteruptive","Anagrelide","Prednisone"
"1739","DB00722","DB00533","ONC-NonInteruptive","Lisinopril","Rofecoxib"
"1740","DB00861","DB00521","ONC-NonInteruptive","Diflunisal","Carteolol"
"1741","DB00519","DB00876","ONC-NonInteruptive","Trandolapril","Eprosartan"
"1742","DB00598","DB00279","ONC-NonInteruptive","Labetalol","Liothyronine"
"1743","DB00790","DB00678","ONC-NonInteruptive","Perindopril","Losartan"
"1744","DB00586","DB01580","ONC-NonInteruptive","Diclofenac","Oxprenolol"
"1745","DB04743","DB00866","ONC-NonInteruptive","Nimesulide","Alprenolol"
"1746","DB01067","DB00584","ONC-NonInteruptive","Glipizide","Enalapril"
"1747","DB00586","DB00187","ONC-NonInteruptive","Diclofenac","Esmolol"
"1748","DB00335","DB00279","ONC-NonInteruptive","Atenolol","Liothyronine"
"1749","DB04861","DB01115","ONC-NonInteruptive","Nebivolol","Nifedipine"
"1750","DB00489","DB01054","ONC-NonInteruptive","Sotalol","Nitrendipine"
"1751","DB00606","DB00991","ONC-NonInteruptive","Cyclothiazide","Oxaprozin"
"1752","DB00712","DB00571","ONC-NonInteruptive","Flurbiprofen","Propranolol"
"1753","DB00880","DB00605","ONC-NonInteruptive","Chlorothiazide","Sulindac"
"1754","DB04743","DB00612","ONC-NonInteruptive","Nimesulide","Bisoprolol"
"1755","DB01021","DB00573","ONC-NonInteruptive","Trichlormethiazide","Fenoprofen"
"1756","DB00712","DB01203","ONC-NonInteruptive","Flurbiprofen","Nadolol"
"1757","DB06779","DB00641","ONC-NonInteruptive","Dalteparin","Simvastatin"
"1758","DB00991","DB01193","ONC-NonInteruptive","Oxaprozin","Acebutolol"
"1759","DB01203","DB00381","ONC-NonInteruptive","Nadolol","Amlodipine"
"1760","DB01197","DB00796","ONC-NonInteruptive","Captopril","Candesartan"
"1761","DB00264","DB01175","ONC-NonInteruptive","Metoprolol","Escitalopram"
"1762","DB01297","DB01583","ONC-NonInteruptive","Practolol","Liotrix"
"1763","DB00877","DB00959","ONC-NonInteruptive","Sirolimus","Methylprednisolone"
"1764","DB00436","DB00580","ONC-NonInteruptive","Bendroflumethiazide","Valdecoxib"
"1765","DB01377","DB00959","ONC-NonInteruptive","Magnesium oxide","Methylprednisolone"
"1766","DB00880","DB00991","ONC-NonInteruptive","Chlorothiazide","Oxaprozin"
"1767","DB00001","DB00213","ONC-NonInteruptive","Lepirudin","Pantoprazole"
"1768","DB00741","DB00981","ONC-NonInteruptive","Hydrocortisone","Physostigmine"
"1769","DB01009","DB01297","ONC-NonInteruptive","Ketoprofen","Practolol"
"1770","DB00999","DB00533","ONC-NonInteruptive","Hydrochlorothiazide","Rofecoxib"
"1771","DB00784","DB00612","ONC-NonInteruptive","Mefenamic acid","Bisoprolol"
"1772","DB01580","DB00258","ONC-NonInteruptive","Oxprenolol","Calcium Acetate"
"1773","DB00482","DB01136","ONC-NonInteruptive","Celecoxib","Carvedilol"
"1774","DB00612","DB01175","ONC-NonInteruptive","Bisoprolol","Escitalopram"
"1775","DB01129","DB01026","ONC-NonInteruptive","Rabeprazole","Ketoconazole"
"1776","DB00278","DB00227","ONC-NonInteruptive","Argatroban","Lovastatin"
"1777","DB00606","DB00814","ONC-NonInteruptive","Cyclothiazide","Meloxicam"
"1778","DB00500","DB01359","ONC-NonInteruptive","Tolmetin","Penbutolol"
"1779","DB00814","DB01297","ONC-NonInteruptive","Meloxicam","Practolol"
"1780","DB00823","DB00635","ONC-NonInteruptive","Ethynodiol","Prednisone"
"1781","DB06723","DB00635","ONC-NonInteruptive","Aluminum hydroxide","Prednisone"
"1782","DB06605","DB00620","ONC-NonInteruptive","Apixaban","Triamcinolone"
"1783","DB00790","DB00945","ONC-NonInteruptive","Perindopril","Acetylsalicylic acid"
"1784","DB08807","DB00258","ONC-NonInteruptive","Bopindolol","Calcium Acetate"
"1785","DB00373","DB00215","ONC-NonInteruptive","Timolol","Citalopram"
"1786","DB00264","DB00176","ONC-NonInteruptive","Metoprolol","Fluvoxamine"
"1787","DB00232","DB04743","ONC-NonInteruptive","Methyclothiazide","Nimesulide"
"1788","DB00006","DB01129","ONC-NonInteruptive","Bivalirudin","Rabeprazole"
"1789","DB00606","DB00519","ONC-NonInteruptive","Cyclothiazide","Trandolapril"
"1790","DB00187","DB00381","ONC-NonInteruptive","Esmolol","Amlodipine"
"1791","DB00945","DB00335","ONC-NonInteruptive","Acetylsalicylic acid","Atenolol"
"1792","DB01050","DB00195","ONC-NonInteruptive","Ibuprofen","Betaxolol"
"1793","DB00519","DB00861","ONC-NonInteruptive","Trandolapril","Diflunisal"
"1794","DB00790","DB01009","ONC-NonInteruptive","Perindopril","Ketoprofen"
"1795","DB01197","DB00814","ONC-NonInteruptive","Captopril","Meloxicam"
"1796","DB00006","DB00860","ONC-NonInteruptive","Bivalirudin","Prednisolone"
"1797","DB01580","DB00381","ONC-NonInteruptive","Oxprenolol","Amlodipine"
"1798","DB08807","DB06724","ONC-NonInteruptive","Bopindolol","Calcium carbonate"
"1799","DB01021","DB00584","ONC-NonInteruptive","Trichlormethiazide","Enalapril"
"1800","DB00672","DB00584","ONC-NonInteruptive","Chlorpropamide","Enalapril"
"1801","DB00784","DB00187","ONC-NonInteruptive","Mefenamic acid","Esmolol"
"1802","DB01324","DB00492","ONC-NonInteruptive","Polythiazide","Fosinopril"
"1803","DB00489","DB01583","ONC-NonInteruptive","Sotalol","Liotrix"
"1804","DB00605","DB01203","ONC-NonInteruptive","Sulindac","Nadolol"
"1805","DB01324","DB00605","ONC-NonInteruptive","Polythiazide","Sulindac"
"1806","DB00178","DB00966","ONC-NonInteruptive","Ramipril","Telmisartan"
"1807","DB01050","DB00373","ONC-NonInteruptive","Ibuprofen","Timolol"
"1808","DB00195","DB00381","ONC-NonInteruptive","Betaxolol","Amlodipine"
"1809","DB00880","DB00482","ONC-NonInteruptive","Chlorothiazide","Celecoxib"
"1810","DB00367","DB00180","ONC-NonInteruptive","Levonorgestrel","Flunisolide"
"1811","DB00461","DB01203","ONC-NonInteruptive","Nabumetone","Nadolol"
"1812","DB00436","DB00178","ONC-NonInteruptive","Bendroflumethiazide","Ramipril"
"1813","DB00279","DB01098","ONC-NonInteruptive","Liothyronine","Rosuvastatin"
"1814","DB01021","DB00605","ONC-NonInteruptive","Trichlormethiazide","Sulindac"
"1815","DB00588","DB01122","ONC-NonInteruptive","Fluticasone Propionate","Ambenonium"
"1816","DB01197","DB00945","ONC-NonInteruptive","Captopril","Acetylsalicylic acid"
"1817","DB00328","DB08807","ONC-NonInteruptive","Indomethacin","Bopindolol"
"1818","DB00335","DB06724","ONC-NonInteruptive","Atenolol","Calcium carbonate"
"1819","DB00712","DB00521","ONC-NonInteruptive","Flurbiprofen","Carteolol"
"1820","DB00612","DB00215","ONC-NonInteruptive","Bisoprolol","Citalopram"
"1821","DB00999","DB00712","ONC-NonInteruptive","Hydrochlorothiazide","Flurbiprofen"
"1822","DB01289","DB00492","ONC-NonInteruptive","Glisoxepide","Fosinopril"
"1823","DB01197","DB00465","ONC-NonInteruptive","Captopril","Ketorolac"
"1824","DB01203","DB00451","ONC-NonInteruptive","Nadolol","Levothyroxine"
"1825","DB00264","DB00393","ONC-NonInteruptive","Metoprolol","Nimodipine"
"1826","DB01120","DB00881","ONC-NonInteruptive","Gliclazide","Quinapril"
"1827","DB00533","DB00866","ONC-NonInteruptive","Rofecoxib","Alprenolol"
"1828","DB01050","DB08807","ONC-NonInteruptive","Ibuprofen","Bopindolol"
"1829","DB01129","DB00257","ONC-NonInteruptive","Rabeprazole","Clotrimazole"
"1830","DB01193","DB01175","ONC-NonInteruptive","Acebutolol","Escitalopram"
"1831","DB00367","DB00635","ONC-NonInteruptive","Levonorgestrel","Prednisone"
"1832","DB01016","DB00178","ONC-NonInteruptive","Glyburide","Ramipril"
"1833","DB01225","DB00316","ONC-NonInteruptive","Enoxaparin","Acetaminophen"
"1834","DB00630","DB00258","ONC-NonInteruptive","Alendronate","Calcium Acetate"
"1835","DB01359","DB01023","ONC-NonInteruptive","Penbutolol","Felodipine"
"1836","DB00606","DB00492","ONC-NonInteruptive","Cyclothiazide","Fosinopril"
"1837","DB01109","DB06693","ONC-NonInteruptive","Heparin","Mevastatin"
"1838","DB00519","DB00461","ONC-NonInteruptive","Trandolapril","Nabumetone"
"1839","DB00682","DB00338","ONC-NonInteruptive","Warfarin","Omeprazole"
"1840","DB00573","DB01580","ONC-NonInteruptive","Fenoprofen","Oxprenolol"
"1841","DB01234","DB00545","ONC-NonInteruptive","Dexamethasone","Pyridostigmine"
"1842","DB01324","DB00178","ONC-NonInteruptive","Polythiazide","Ramipril"
"1843","DB00605","DB01136","ONC-NonInteruptive","Sulindac","Carvedilol"
"1844","DB00489","DB00176","ONC-NonInteruptive","Sotalol","Fluvoxamine"
"1845","DB00722","DB00328","ONC-NonInteruptive","Lisinopril","Indomethacin"
"1846","DB00749","DB00598","ONC-NonInteruptive","Etodolac","Labetalol"
"1847","DB00261","DB00227","ONC-NonInteruptive","Anagrelide","Lovastatin"
"1848","DB00338","DB01110","ONC-NonInteruptive","Omeprazole","Miconazole"
"1849","DB06779","DB00175","ONC-NonInteruptive","Dalteparin","Pravastatin"
"1850","DB01399","DB00571","ONC-NonInteruptive","Salsalate","Propranolol"
"1851","DB00999","DB00178","ONC-NonInteruptive","Hydrochlorothiazide","Ramipril"
"1852","DB00939","DB00489","ONC-NonInteruptive","Meclofenamic acid","Sotalol"
"1853","DB00999","DB01197","ONC-NonInteruptive","Hydrochlorothiazide","Captopril"
"1854","DB00598","DB01175","ONC-NonInteruptive","Labetalol","Escitalopram"
"1855","DB00178","DB06725","ONC-NonInteruptive","Ramipril","Lornoxicam"
"1856","DB01583","DB00227","ONC-NonInteruptive","Liotrix","Lovastatin"
"1857","DB00606","DB00461","ONC-NonInteruptive","Cyclothiazide","Nabumetone"
"1858","DB01124","DB00178","ONC-NonInteruptive","Tolbutamide","Ramipril"
"1859","DB00584","DB00533","ONC-NonInteruptive","Enalapril","Rofecoxib"
"1860","DB00991","DB08808","ONC-NonInteruptive","Oxaprozin","Bupranolol"
"1861","DB00006","DB00180","ONC-NonInteruptive","Bivalirudin","Flunisolide"
"1862","DB01297","DB00472","ONC-NonInteruptive","Practolol","Fluoxetine"
"1863","DB01580","DB00176","ONC-NonInteruptive","Oxprenolol","Fluvoxamine"
"1864","DB08807","DB00279","ONC-NonInteruptive","Bopindolol","Liothyronine"
"1865","DB01203","DB00279","ONC-NonInteruptive","Nadolol","Liothyronine"
"1866","DB00500","DB04861","ONC-NonInteruptive","Tolmetin","Nebivolol"
"1867","DB00232","DB00178","ONC-NonInteruptive","Methyclothiazide","Ramipril"
"1868","DB00232","DB00945","ONC-NonInteruptive","Methyclothiazide","Acetylsalicylic acid"
"1869","DB04743","DB00521","ONC-NonInteruptive","Nimesulide","Carteolol"
"1870","DB00864","DB00588","ONC-NonInteruptive","Tacrolimus","Fluticasone Propionate"
"1871","DB00278","DB00741","ONC-NonInteruptive","Argatroban","Hydrocortisone"
"1872","DB01297","DB01054","ONC-NonInteruptive","Practolol","Nitrendipine"
"1873","DB00261","DB00338","ONC-NonInteruptive","Anagrelide","Omeprazole"
"1874","DB00519","DB08822","ONC-NonInteruptive","Trandolapril","Azilsartan medoxomil"
"1875","DB01359","DB06724","ONC-NonInteruptive","Penbutolol","Calcium carbonate"
"1876","DB00573","DB01136","ONC-NonInteruptive","Fenoprofen","Carvedilol"
"1877","DB00328","DB01136","ONC-NonInteruptive","Indomethacin","Carvedilol"
"1878","DB00881","DB00876","ONC-NonInteruptive","Quinapril","Eprosartan"
"1879","DB08807","DB01023","ONC-NonInteruptive","Bopindolol","Felodipine"
"1880","DB00598","DB00270","ONC-NonInteruptive","Labetalol","Isradipine"
"1881","DB00373","DB01583","ONC-NonInteruptive","Timolol","Liotrix"
"1882","DB00195","DB01583","ONC-NonInteruptive","Betaxolol","Liotrix"
"1883","DB00722","DB00939","ONC-NonInteruptive","Lisinopril","Meclofenamic acid"
"1884","DB01580","DB01104","ONC-NonInteruptive","Oxprenolol","Sertraline"
"1885","DB00542","DB00605","ONC-NonInteruptive","Benazepril","Sulindac"
"1886","DB06779","DB00316","ONC-NonInteruptive","Dalteparin","Acetaminophen"
"1887","DB01225","DB00588","ONC-NonInteruptive","Enoxaparin","Fluticasone Propionate"
"1888","DB00448","DB01026","ONC-NonInteruptive","Lansoprazole","Ketoconazole"
"1889","DB00788","DB01203","ONC-NonInteruptive","Naproxen","Nadolol"
"1890","DB00999","DB00881","ONC-NonInteruptive","Hydrochlorothiazide","Quinapril"
"1891","DB01016","DB01197","ONC-NonInteruptive","Glyburide","Captopril"
"1892","DB01399","DB00187","ONC-NonInteruptive","Salsalate","Esmolol"
"1893","DB01590","DB00588","ONC-NonInteruptive","Everolimus","Fluticasone Propionate"
"1894","DB00682","DB01095","ONC-NonInteruptive","Warfarin","Fluvastatin"
"1895","DB00758","DB06803","ONC-NonInteruptive","Clopidogrel","Niclosamide"
"1896","DB01324","DB00554","ONC-NonInteruptive","Polythiazide","Piroxicam"
"1897","DB00338","DB01153","ONC-NonInteruptive","Omeprazole","Sertaconazole"
"1898","DB01399","DB00866","ONC-NonInteruptive","Salsalate","Alprenolol"
"1899","DB00573","DB01203","ONC-NonInteruptive","Fenoprofen","Nadolol"
"1900","DB00880","DB00788","ONC-NonInteruptive","Chlorothiazide","Naproxen"
"1901","DB04743","DB04861","ONC-NonInteruptive","Nimesulide","Nebivolol"
"1902","DB08807","DB00393","ONC-NonInteruptive","Bopindolol","Nimodipine"
"1903","DB06723","DB00860","ONC-NonInteruptive","Aluminum hydroxide","Prednisolone"
"1904","DB00999","DB01399","ONC-NonInteruptive","Hydrochlorothiazide","Salsalate"
"1905","DB00880","DB00519","ONC-NonInteruptive","Chlorothiazide","Trandolapril"
"1906","DB00554","DB00195","ONC-NonInteruptive","Piroxicam","Betaxolol"
"1907","DB00482","DB00187","ONC-NonInteruptive","Celecoxib","Esmolol"
"1908","DB00960","DB00622","ONC-NonInteruptive","Pindolol","Nicardipine"
"1909","DB00749","DB01580","ONC-NonInteruptive","Etodolac","Oxprenolol"
"1910","DB00261","DB01098","ONC-NonInteruptive","Anagrelide","Rosuvastatin"
"1911","DB00722","DB00500","ONC-NonInteruptive","Lisinopril","Tolmetin"
"1912","DB01136","DB00381","ONC-NonInteruptive","Carvedilol","Amlodipine"
"1913","DB00881","DB00482","ONC-NonInteruptive","Quinapril","Celecoxib"
"1914","DB00960","DB00215","ONC-NonInteruptive","Pindolol","Citalopram"
"1915","DB01203","DB00472","ONC-NonInteruptive","Nadolol","Fluoxetine"
"1916","DB01324","DB01009","ONC-NonInteruptive","Polythiazide","Ketoprofen"
"1917","DB01197","DB06803","ONC-NonInteruptive","Captopril","Niclosamide"
"1918","DB01193","DB01115","ONC-NonInteruptive","Acebutolol","Nifedipine"
"1919","DB00542","DB01399","ONC-NonInteruptive","Benazepril","Salsalate"
"1920","DB00814","DB01193","ONC-NonInteruptive","Meloxicam","Acebutolol"
"1921","DB00232","DB00465","ONC-NonInteruptive","Methyclothiazide","Ketorolac"
"1922","DB00436","DB06725","ONC-NonInteruptive","Bendroflumethiazide","Lornoxicam"
"1923","DB00178","DB00784","ONC-NonInteruptive","Ramipril","Mefenamic acid"
"1924","DB00554","DB00264","ONC-NonInteruptive","Piroxicam","Metoprolol"
"1925","DB08807","DB00622","ONC-NonInteruptive","Bopindolol","Nicardipine"
"1926","DB08808","DB00401","ONC-NonInteruptive","Bupranolol","Nisoldipine"
"1927","DB00178","DB00554","ONC-NonInteruptive","Ramipril","Piroxicam"
"1928","DB00232","DB00580","ONC-NonInteruptive","Methyclothiazide","Valdecoxib"
"1929","DB00880","DB00328","ONC-NonInteruptive","Chlorothiazide","Indomethacin"
"1930","DB00195","DB00451","ONC-NonInteruptive","Betaxolol","Levothyroxine"
"1931","DB00774","DB06725","ONC-NonInteruptive","Hydroflumethiazide","Lornoxicam"
"1932","DB06605","DB00227","ONC-NonInteruptive","Apixaban","Lovastatin"
"1933","DB00436","DB00814","ONC-NonInteruptive","Bendroflumethiazide","Meloxicam"
"1934","DB01203","DB00622","ONC-NonInteruptive","Nadolol","Nicardipine"
"1935","DB00328","DB01580","ONC-NonInteruptive","Indomethacin","Oxprenolol"
"1936","DB01193","DB00715","ONC-NonInteruptive","Acebutolol","Paroxetine"
"1937","DB00482","DB00960","ONC-NonInteruptive","Celecoxib","Pindolol"
"1938","DB01359","DB01104","ONC-NonInteruptive","Penbutolol","Sertraline"
"1939","DB00606","DB00945","ONC-NonInteruptive","Cyclothiazide","Acetylsalicylic acid"
"1940","DB00542","DB00586","ONC-NonInteruptive","Benazepril","Diclofenac"
"1941","DB00278","DB00588","ONC-NonInteruptive","Argatroban","Fluticasone Propionate"
"1942","DB01225","DB00741","ONC-NonInteruptive","Enoxaparin","Hydrocortisone"
"1943","DB00571","DB01583","ONC-NonInteruptive","Propranolol","Liotrix"
"1944","DB00001","DB00959","ONC-NonInteruptive","Lepirudin","Methylprednisolone"
"1945","DB00861","DB01203","ONC-NonInteruptive","Diflunisal","Nadolol"
"1946","DB00492","DB00991","ONC-NonInteruptive","Fosinopril","Oxaprozin"
"1947","DB01067","DB00519","ONC-NonInteruptive","Glipizide","Trandolapril"
"1948","DB00399","DB06724","ONC-NonInteruptive","Zoledronate","Calcium carbonate"
"1949","DB01590","DB00180","ONC-NonInteruptive","Everolimus","Flunisolide"
"1950","DB00682","DB00741","ONC-NonInteruptive","Warfarin","Hydrocortisone"
"1951","DB06695","DB00641","ONC-NonInteruptive","Dabigatran etexilate","Simvastatin"
"1952","DB00519","DB01029","ONC-NonInteruptive","Trandolapril","Irbesartan"
"1953","DB00866","DB00270","ONC-NonInteruptive","Alprenolol","Isradipine"
"1954","DB00519","DB06725","ONC-NonInteruptive","Trandolapril","Lornoxicam"
"1955","DB00790","DB00814","ONC-NonInteruptive","Perindopril","Meloxicam"
"1956","DB01225","DB00959","ONC-NonInteruptive","Enoxaparin","Methylprednisolone"
"1957","DB00584","DB00788","ONC-NonInteruptive","Enalapril","Naproxen"
"1958","DB00519","DB06803","ONC-NonInteruptive","Trandolapril","Niclosamide"
"1959","DB00580","DB00571","ONC-NonInteruptive","Valdecoxib","Propranolol"
"1960","DB01016","DB00881","ONC-NonInteruptive","Glyburide","Quinapril"
"1961","DB00682","DB01098","ONC-NonInteruptive","Warfarin","Rosuvastatin"
"1962","DB00001","DB00316","ONC-NonInteruptive","Lepirudin","Acetaminophen"
"1963","DB00788","DB00521","ONC-NonInteruptive","Naproxen","Carteolol"
"1964","DB00461","DB00521","ONC-NonInteruptive","Nabumetone","Carteolol"
"1965","DB01203","DB01023","ONC-NonInteruptive","Nadolol","Felodipine"
"1966","DB01580","DB00472","ONC-NonInteruptive","Oxprenolol","Fluoxetine"
"1967","DB00627","DB01095","ONC-NonInteruptive","Niacin","Fluvastatin"
"1968","DB00335","DB01583","ONC-NonInteruptive","Atenolol","Liotrix"
"1969","DB00178","DB00814","ONC-NonInteruptive","Ramipril","Meloxicam"
"1970","DB00598","DB00715","ONC-NonInteruptive","Labetalol","Paroxetine"
"1971","DB00788","DB00960","ONC-NonInteruptive","Naproxen","Pindolol"
"1972","DB06228","DB01098","ONC-NonInteruptive","Rivaroxaban","Rosuvastatin"
"1973","DB00261","DB00316","ONC-NonInteruptive","Anagrelide","Acetaminophen"
"1974","DB00213","DB04794","ONC-NonInteruptive","Pantoprazole","Bifonazole"
"1975","DB00712","DB08807","ONC-NonInteruptive","Flurbiprofen","Bopindolol"
"1976","DB00180","DB01010","ONC-NonInteruptive","Flunisolide","Edrophonium"
"1977","DB01197","DB00876","ONC-NonInteruptive","Captopril","Eprosartan"
"1978","DB00823","DB00588","ONC-NonInteruptive","Ethynodiol","Fluticasone Propionate"
"1979","DB00187","DB00176","ONC-NonInteruptive","Esmolol","Fluvoxamine"
"1980","DB01136","DB00176","ONC-NonInteruptive","Carvedilol","Fluvoxamine"
"1981","DB04743","DB00264","ONC-NonInteruptive","Nimesulide","Metoprolol"
"1982","DB01580","DB00715","ONC-NonInteruptive","Oxprenolol","Paroxetine"
"1983","DB00542","DB00580","ONC-NonInteruptive","Benazepril","Valdecoxib"
"1984","DB00500","DB00612","ONC-NonInteruptive","Tolmetin","Bisoprolol"
"1985","DB00461","DB01580","ONC-NonInteruptive","Nabumetone","Oxprenolol"
"1986","DB00682","DB00860","ONC-NonInteruptive","Warfarin","Prednisolone"
"1987","DB00436","DB00533","ONC-NonInteruptive","Bendroflumethiazide","Rofecoxib"
"1988","DB00580","DB00521","ONC-NonInteruptive","Valdecoxib","Carteolol"
"1989","DB00533","DB00187","ONC-NonInteruptive","Rofecoxib","Esmolol"
"1990","DB08808","DB00270","ONC-NonInteruptive","Bupranolol","Isradipine"
"1991","DB01197","DB01009","ONC-NonInteruptive","Captopril","Ketoprofen"
"1992","DB04743","DB00960","ONC-NonInteruptive","Nimesulide","Pindolol"
"1993","DB00606","DB00605","ONC-NonInteruptive","Cyclothiazide","Sulindac"
"1994","DB00682","DB01076","ONC-NonInteruptive","Warfarin","Atorvastatin"
"1995","DB00584","DB00939","ONC-NonInteruptive","Enalapril","Meclofenamic acid"
"1996","DB00461","DB04861","ONC-NonInteruptive","Nabumetone","Nebivolol"
"1997","DB00178","DB00991","ONC-NonInteruptive","Ramipril","Oxaprozin"
"1998","DB00839","DB00178","ONC-NonInteruptive","Tolazamide","Ramipril"
"1999","DB06605","DB00163","ONC-NonInteruptive","Apixaban","Vitamin E"
"2000","DB01297","DB00215","ONC-NonInteruptive","Practolol","Citalopram"
"2001","DB01193","DB00176","ONC-NonInteruptive","Acebutolol","Fluvoxamine"
"2002","DB08808","DB01583","ONC-NonInteruptive","Bupranolol","Liotrix"
"2003","DB06605","DB00641","ONC-NonInteruptive","Apixaban","Simvastatin"
"2004","DB00465","DB01193","ONC-NonInteruptive","Ketorolac","Acebutolol"
"2005","DB00945","DB00866","ONC-NonInteruptive","Acetylsalicylic acid","Alprenolol"
"2006","DB00335","DB00381","ONC-NonInteruptive","Atenolol","Amlodipine"
"2007","DB00533","DB08808","ONC-NonInteruptive","Rofecoxib","Bupranolol"
"2008","DB01203","DB00215","ONC-NonInteruptive","Nadolol","Citalopram"
"2009","DB01021","DB00749","ONC-NonInteruptive","Trichlormethiazide","Etodolac"
"2010","DB00373","DB00176","ONC-NonInteruptive","Timolol","Fluvoxamine"
"2011","DB01197","DB06709","ONC-NonInteruptive","Captopril","Methacholine"
"2012","DB01009","DB00264","ONC-NonInteruptive","Ketoprofen","Metoprolol"
"2013","DB01324","DB00788","ONC-NonInteruptive","Polythiazide","Naproxen"
"2014","DB01136","DB00393","ONC-NonInteruptive","Carvedilol","Nimodipine"
"2015","DB01021","DB00991","ONC-NonInteruptive","Trichlormethiazide","Oxaprozin"
"2016","DB00712","DB01193","ONC-NonInteruptive","Flurbiprofen","Acebutolol"
"2017","DB00814","DB08807","ONC-NonInteruptive","Meloxicam","Bopindolol"
"2018","DB01197","DB00573","ONC-NonInteruptive","Captopril","Fenoprofen"
"2019","DB06723","DB00741","ONC-NonInteruptive","Aluminum hydroxide","Hydrocortisone"
"2020","DB00264","DB01115","ONC-NonInteruptive","Metoprolol","Nifedipine"
"2021","DB01297","DB01115","ONC-NonInteruptive","Practolol","Nifedipine"
"2022","DB04861","DB01054","ONC-NonInteruptive","Nebivolol","Nitrendipine"
"2023","DB00335","DB01054","ONC-NonInteruptive","Atenolol","Nitrendipine"
"2024","DB00584","DB00991","ONC-NonInteruptive","Enalapril","Oxaprozin"
"2025","DB00554","DB00960","ONC-NonInteruptive","Piroxicam","Pindolol"
"2026","DB00945","DB00571","ONC-NonInteruptive","Acetylsalicylic acid","Propranolol"
"2027","DB00598","DB01104","ONC-NonInteruptive","Labetalol","Sertraline"
"2028","DB06725","DB00866","ONC-NonInteruptive","Lornoxicam","Alprenolol"
"2029","DB00500","DB00335","ONC-NonInteruptive","Tolmetin","Atenolol"
"2030","DB01590","DB00443","ONC-NonInteruptive","Everolimus","Betamethasone"
"2031","DB00991","DB00195","ONC-NonInteruptive","Oxaprozin","Betaxolol"
"2032","DB00774","DB00482","ONC-NonInteruptive","Hydroflumethiazide","Celecoxib"
"2033","DB00975","DB00448","ONC-NonInteruptive","Dipyridamole","Lansoprazole"
"2034","DB00881","DB00678","ONC-NonInteruptive","Quinapril","Losartan"
"2035","DB00717","DB00959","ONC-NonInteruptive","Norethindrone","Methylprednisolone"
"2036","DB01050","DB00960","ONC-NonInteruptive","Ibuprofen","Pindolol"
"2037","DB01109","DB00620","ONC-NonInteruptive","Heparin","Triamcinolone"
"2038","DB00178","DB00177","ONC-NonInteruptive","Ramipril","Valsartan"
